image,caption
1975171469_84e425f61b.jpg,صبي يلعب في آلة ألعاب إلكترونية.
1975531316_8b00eeaaf7.jpg,كلب صغير مربوط بشريط لونه بنفسجي يجرّه طفل يرتدي فستانًا أحمر وقمصان أبيض وحذاء أبيض.
1977827746_4e13d7e19f.jpg,صورة لطفلين يجلسان في عربة أطفال وهما يأكلان اثنين من مخروطات البطاطس المقلية.
197924859_f6e39a7dfa.jpg,الصور تظهر شخصًا يمسك إبريق سقي أخضر فوق حاجز أسود في الهواء الطلق.
1980315248_82dbc34676.jpg,رجل يكنس الحديقة باستخدام آلة كنس.
1982852140_56425fa7a2.jpg,صورة لامرأة تلاحق طفلة على الشاطئ.
1984936420_3f3102132b.jpg,صبي يصيد الأسماك وفتاة صغيرة على ضفة النهر.
1989145280_3b54452188.jpg,صورة لامرأة تظهر عليها علامات الضيق أو الغضب في ملعب رياضي.
1991806812_065f747689.jpg,اللاعب في اليمين يركل اللاعب في الشمال في حلبة ملاكمة أمام الجماهير.
199463720_329a802206.jpg,ركاب دراجتين يمرّون على طريق.
199809190_e3f6bbe2bc.jpg,الصورة تصور شخصين يغوصان في الماء.
1998255400_0cd086908f.jpg,امرأة تسقي كلبًا من الصنبور بينما كلب آخر ينتظر.
1998457059_c9ac9a1e1a.jpg,الصورة تظهر أشخاص يمارسون رياضة ركوب الأمواج على الشاطئ.
2000459828_3c9e109106.jpg,صورة لثلاثة أشخاص في بيئة جبلية.
2003663004_5b70920a98.jpg,لاعب كرة قدم أمريكية يمسح العرق عن وجهه.
2004674713_2883e63c67.jpg,امرأة تقف بين كلبين يلعبان.
200771289_31902164a7.jpg,رجلان يرتديان سترة واقي من الرصاص في مهرجان.
2017276266_566656c59d.jpg,كلب يقفز في الهواء لمسك لعبة مربوطة بحبل.
201682811_105241dee3.jpg,صورة تمثال لمحمود غاندي بجانب شخصين يلعبان الكريكيت في الطريق.
2021602343_03023e1fd1.jpg,صورة لطفلين يلعبان كرة السلة في صالة رياضية.
2021671653_567395c7cf.jpg,ولد يركض في فناء منزل.
2029280005_a19609c81a.jpg,رجل يركب اسطوانات دوارة.
2030781555_b7ff7be28f.jpg,الصورة تصور أشخاصًا يمارسون هواية الصيد على طول كورنيش مائي، حيث يجلسون على حواف الحجر الجانبية للاستمتاع بهذه النشاط في الهواء الطلق.
203114209_e4cd71a6b7.jpg,امرأة شابة تركب أنبوبًا مطاطيًا على شكل زورق على الماء، وترتدي سترة نجاة برتقالية اللون.
2034553054_b00c166895.jpg,ولد صغير يرتدي ملابس قديمة يجلس خلف طاولة عليها سلة من التفاح.
2036407732_d5a0389bba.jpg,جبل ثلجي يظهر في المسافة مع مجموعة من الأشخاص واقفين أمامه.
2038662925_f4fa8c2534.jpg,رجل وامرأة يرتديان خوذتي دراجة ويجلسان على مقعد.
2039457436_fc30f5e1ce.jpg,صورة لامرأة ترتدي ملابس رعاة البقر وهي تتسلل عبر السياج بينما يراقبها زوجان على شرفة المراقبة.
2040941056_7f5fd50794.jpg,كلبان يلعبان في الحديقة.
2041867793_552819a40b.jpg,طفل يجلس على كرسي في مطعم ويضع قناع سباحة على وجهه.
2043427251_83b746da8e.jpg,رجل سعيد يقفز في مياه غامرة على الطريق الساحلي.
2043520315_4a2c782c90.jpg,ثلاثة أشخاص يتسلقون تلًا أخضرًا، وهم يحدقون في بحيرة ومدينة في الأسفل.
2044063458_fcc76a7636.jpg,تعرض الصورة كلبين من نوعية داش هاوند يجريان في حقل草.
2045109977_b00ec93491.jpg,رجل يمسح زجاج الباب.
2045562030_654ddea5e5.jpg,الصورة تصور أربعة أشخاص واقفين أمام حائط.
2046222127_a6f300e202.jpg,رجل يحمل لوحًا خشبيًا كبيرًا.
2046778775_0dd7cac6ab.jpg,صورة لطفلتين على درج من مدرسة وهم يغنون امام جمهور من الأطفال والكبار.
2049051050_20359a434a.jpg,صورة لفتاة مرتدية ملابس شتوية جالسة على الشاطئ.
2049646140_d0de01e3c4.jpg,صورة لطفلة تقوم بممارسة الجمباز في صالة رياضية.
2050067751_22d2763fd2.jpg,طفل يرفرف بيديه ويراقب عاصفة أو ريحاً قوياً.
2052202553_373dad145b.jpg,كلب بلون بني غامق يمسك غصن شجرة في فمه وهو داخل البحر.
2052702658_da1204f6d1.jpg,طفل يمسك كرة من الثلج في يديه.
2052953131_30834196fb.jpg,صورة لشخص يمشي في منطقة جبلية ثلجية مرتديا ملابس الشتاء.
2053006423_6adf69ca67.jpg,رجل يقف على حافة جبلية عالية ينظر إلى المناظر الطبيعية الخلابة أمامه.
2053441349_a98b5fc742.jpg,كلب يجري في حقل زهور.
2053733930_e245615ad4.jpg,تظهر الصورة أدوات التسلق على الجليد، بما في ذلك عصا المشي والعديد من الأحذية.
2053777548_108e54c826.jpg,كلب يقفز في الهواء ويحمل كرة في فمه.
2054308369_f9c6ec7815.jpg,الصورة لطفلة تحتضن كلبًا.
2055646179_169807fed4.jpg,رجل وزوجته وابناؤهم  يملأون حوضًا بالماء في ساحة خضراء.
2056041678_d6b5b39b26.jpg,صورة لشخص يمشي في منطقة جبلية ثلجية.
2056042552_f59e338533.jpg,كلب أسمر يقفز في الهواء ويلاحق كلب آخر أبيض وأسود في ساحة مغطاة بالثلج.
2056377805_e9a9b3bcf0.jpg,الصورة تظهر مجموعة من الأشخاص وهم يركبون قاربًا في مياه متحركة، ويبدو أنهم يمارسون رياضة التجديف.
2056930414_d2b0f1395a.jpg,طفل يغني في ميكروفون ويلعب الجيتار.
2057160636_6e9cf3b5f0.jpg,صورة لشخص يجدف بقارب في مياه هادئة أمام جبال عالية.
2057305043_952b8dc82c.jpg,يصور الشخص راكبًا للباراشوت و هو طائر فوق المحيط.
2057306459_2f52ce648e.jpg,صورة من الأعلى لشخص يمشي في حقل ويحمل حقيبة ظهر مربوطة بخيمة كبيرة ملقاة على الأرض.
2058091220_2087270068.jpg,الصورة لشخص يمارس رياضة الطيران الشراعي فوق الشاطئ.
2058124718_89822bc96e.jpg,كلبان يلعبان في ساحة خلف منزل.
2058472558_7dd5014abd.jpg,صورة لطفلة تلعب في ساحة رملية.
2059616165_b7c99c1009.jpg,كلب أسود اللون مستلق على العشب.
2059842472_f4fb61ea08.jpg,صورة لطفل رضيع يمشي على أربع على الطريق.
206087108_d4557d38ee.jpg,رجل يرقد على الأرض في الظلام، يرتدي زيّاً رياضيّاً وقبعة عليها صليب أحمر.
2061144717_5b3a1864f0.jpg,صورة لشاب وطفل يتحدثان في ساحة أمامية تحتوي على سلالم متعددة المستويات.
2061397486_53a61e17c5.jpg,كلب يركض في طريق غير ممهد.
2061927950_dafba5b8a3.jpg,رجل وامرأة يجلسان على الدرج، ويحمل الرجل طفلاً بين ذراعيه.
2061944672_0383e65c8a.jpg,عائلة تتجول في منتزه مع أطفال يركضون و شخص مع دراجة.
2062607137_dac194ad02.jpg,كلب كبير بجانب كلبين صغيرين في سهل أخضر.
2063277300_f7ff476914.jpg,صورة لطفلين يلاعبان فتاة على الأرض.
2064417101_3b9d817f4a.jpg,الكلاب الثلاثة تجري في مضمار السباق.
2064780645_8f28a1529f.jpg,صورة تظهر أربعة أشخاص وهم يرقصون في الخارج وقت الغروب.
2064790732_219e52e19c.jpg,صورة لطفل رضيع يرقص في الشارع.
2064792226_97e41d8167.jpg,الفتاة تركب دراجة هوائية بشكل جميل وملفت للنظر في مهرجان أو سوق شعبي.
2065309381_705b774f51.jpg,رجل يمشي في منحدر ثلجي مع غيوم بيضاء في السماء.
2065875490_a46b58c12b.jpg,امرأة تسير على الرصيف مع أشجار في الخلفية.
2066048248_f53f5ef5e2.jpg,صورة لجبال شاهقة الارتفاع مع بعض الثلوج البيضاء تظهر في أجزاء متفرقة منها مع مجموعة من الناس معهم خيول على قمة الجبل.
2066241589_b80e9f676c.jpg,يحمل كلب لابرادور باللون البني الغامق قطعة من الخشب في فمه.
2067362863_59577f9d4d.jpg,كلبان يلعبان في ساحة.
2068465241_3bcabacfd7.jpg,طفلة صغيرة ترتمر على عارضة توازن في صالة ألعاب رياضية، بينما يدعمها شخص ما بيديه.
2069279767_fb32bfb2de.jpg,رجلان يرقدان في مهد معلق على جانب الجبل.
2067833088_04e84e5bf2.jpg,رجل يرتدي ملابس خفيفة يقف على تلة جبلية.
2070798293_6b9405e04d.jpg,الطفلة في الصورة تقفز على الأريكة.
2070831281_dc04b3e15d.jpg,امرأة تركب دراجة في الطريق.
2070831523_5035d5537e.jpg,امرأة تركب دراجة نارية وهي لابسة خوذة دراجة نارية.
2071309418_1d7580b0f0.jpg,كلب أبيض يرتدى إكسسوارات رأس خضراء حمراء و هو نائم على الأرض و يتحدث مع كلب بني.
207237775_fa0a15c6fe.jpg,صورة لشابين في ساحة مفتوحة، أحدهما يقوم بالتصوير الفوتوغرافي بينما الآخر يقوم بممارسة حركة بهلوانية.
2072574835_febf0c5fb9.jpg,الكلاب تجري في حلبة سباق.
207275121_ee4dfa0bf2.jpg,كلب بني يركض في الفناء.
2073105823_6dacade004.jpg,صورة لشاب يمارس رياضة التزلج على دراجة في سلم إسمنتي.
2073174497_18b779999c.jpg,رجل يركب دراجة في الشارع.
2073756099_7e02c0110c.jpg,كلب أسود يطفو على سطح الماء في حمام سباحة ويحمل في فمه قطعة من اللحم.
2073964624_52da3a0fc4.jpg,امرأة تركب دراجة هوائية.
2074244690_82e30ff44b.jpg,حشد من الناس واقفين وراء حاجز معدني في حفل أو حدث ما، يلتقطون الصور باستخدام كاميراتهم.
2074764331_90a9962b52.jpg,كلبان يلعبان على الدرج.
2075321027_c8fcbaf581.jpg,رجل مسن يركب دراجة على طريق.
2075041394_0b3ea1822d.jpg,كلب أبيض يجري في الخارج ويحمل غصن شجرة في فمه بينما يلاحقه كلب آخر.
2075493556_b763648389.jpg,ثلاثة أولاد يرتدون ملابس رياضية يظهرون في الصورة وهم متشابكون.
2076865206_53918c820c.jpg,رجل يصطاد السمك على ضفة النهر.
2076906555_c20dc082db.jpg,ولد يضع يده على صدره في محل ألعاب.
207731022_988f6afb35.jpg,صورة لشخص يركب قاربًا في بحيرة هادئة.
2077346067_0a3a5aae65.jpg,رجل يأكل ساندويتش واقفاً على الرصيف بجانب لافتة إعلانية.
2078311270_f01c9eaf4c.jpg,صورة لامرأة وطفلة يمشيان في الطريق.
2079152458_40712c3b40.jpg,كلب من فصيلة المسترد الذهبي يحمل كرة تنس في فمه.
2079110798_ad1370a646.jpg,ولد يقرأ كتابًا في المكتبة.
207930963_af3a2f1784.jpg,صورة لدراج نارّي في سترة وقناع أسود وأصفر يقف خلف سترة سوداء عليها شعار ثعلب أحمر.
2079554580_f18d5c181b.jpg,المنظر يصور كلبًا أبيض يتحرك في منطقة غابة، حيث يبدو أن هناك أوراقًا جافة على الأرض.
2080033499_6be742f483.jpg,كلب يجري بصحبة صاحبه.
2081446176_f97dc76951.jpg,صورة لرجل يضحك في الشتاء.
2081615901_13092cac56.jpg,صورة لفتاتين شبلتين يقفن خلف سور حديدي.
2082005167_a0d6a70020.jpg,كلب أسود يقف على حافة ماء يجري.
2083434441_a93bc6306b.jpg,امرأة مسنة تقود دراجة في أحد شوارع المدينة.
2083778090_3aecaa11cc.jpg,صورة لرجل يرتدي ملابس شتوية تقليدية.
2084217208_7bd9bc85e5.jpg,امرأة تركب دراجة نارية في حديقة.
2085255128_61224cc47f.jpg,ولد ينتقل من مكان إلى آخر قفزاً على ضفة نهر.
2085400856_ae09df33a7.jpg,كلب كبير لونه بني يرقد في الثلج.
2085557551_7a88d01d4e.jpg,صورة لطفل يرفع مقلاية و سكين في يديه.
2085726719_a57a75dbe5.jpg,صورة لامرأتين يلتقطان سيلفي وهما يمسكان أكواباً.
2086513494_dbbcb583e7.jpg,تصوير سيدة بآلة تصوير في فصل الشتاء.
2086534745_1e4ab80078.jpg,صورة لشاب يركب قاربًا أصفر في مياه متدفقة بشدة على حافة صخرة، بينما يحمل في يده مجذافًا.
2086532897_b8714f2237.jpg,صورة من الأعلى لرجل يركب قارب الكاياك في شلالات معقدة.
2086678529_b3301c2d71.jpg,الصورة لطفلة رضيعة ترتدي فستانًا أرجوانيًا وهي متعلقة بالحائط.
2087317114_cf06df5aa5.jpg,رجل يركب قارب الكاياك في مياه سريعة التدفق.
2087640654_1a84577a44.jpg,الكلب يحفر حفرة في الأرض.
2088120475_d6318364f5.jpg,صورة لعدة أشخاص بجانب شخص يرتدى زي رجل ثلجي.
2088460083_42ee8a595a.jpg,صورة لسيارة رباعية الدفع متسخة على شاحنة في الليل.
2089122314_40d5739aef.jpg,يحمل كلب أسترالي ورقة في فمه ويركض في اتجاه الكاميرا.
2089350172_dc2cf9fcf6.jpg,ثلاثة كلاب سوداء تسبح في الماء.
2089426086_7acc98a3a8.jpg,صورة لطفل بمعطفه الشتوي يحمل كعكة.
2089539651_9e518ec7de.jpg,رجل يمشي على قمة جبل مع عصا في كل يد ويرتدي شمسية.
2089542487_b4c1ee7025.jpg,رجل يرتدي ملابس رياضية، يمشي على طريق ترابي في الطبيعة.
2090339522_d30d2436f9.jpg,صورة سيلفي لرجل يرتدي نظارة شمسية وقبعة على قمة جبل مع مناظر طبيعية في الخلفية.
2090386465_b6ebb7df2c.jpg,صورة لامرأتين يمشيان في الشارع و رجل يتبعهم.
2090387793_274ab4cf7d.jpg,رجل شاب يمشي في الخارج في يوم ثلجي مرتديًا سترة سوداء وقبعة.
2090545563_a4e66ec76b.jpg,صورة لطفلين يلهوان على لوح تزلج في الخارج.
2090723611_318031cfa5.jpg,كلب بجوار عجل في سهل أخضر.
2091171488_c8512fec76.jpg,امرأة في يوم ثلجي، ترتدي سترة بنية وحذاء أبيض، تحمل حقيبة يد كبيرة.
2092177624_13ab757e8b.jpg,صورة لطفل أسمر يرتدي ملابس خضراء يمشي فوق حافة حجرية.
2092419948_eea8001d0f.jpg,امرأة تسير على حافة نفق مائي.
2092870249_90e3f1855b.jpg,سيارة متوقفة على جانب الطريق وبداخلها شخص ملقى على الأرض مربوط إلى مقدمة السيارة.
2094323311_27d58b1513.jpg,الكلاب هي كائنات لطيفة وودودة، وغالبًا ما تكون حنونة مع أصحابها. في بعض الأحيان، يُظهر الكلب سلوكًا حنونًا مثل لعق وجه صاحبه، مما يمكن أن يكون علامة على المودة والاهتمام. قد يكون هذا السلوك تعبيرًا عن الفرح والرضا أو حتى محاولة للتواصل واللعب. يجب على الشخص المستقبل لهذا السلوك أن يكون مستعدًا وقابلًا لقبول هذه العروض من الحنان.
2094543127_46d2f1fedf.jpg,صورة لفتاة بجانب تمساح.
2094810449_f8df9dcdf7.jpg,طفل على شاطئ البحر.
2095435987_1b7591d214.jpg,كلب أبيض وأسود يتدحرج على الرمال.
2095078658_c14ba89bc2.jpg,كلب ألماني يركض في منطقة ثلجية.
2095444126_201ff9f222.jpg,كلب يمشي تحت مياه رشاشة.
2095478050_736c4d2d28.jpg,صورة لطفل يقلد شخصا كبيرا في العمر يغني و يعزف الغيتار على خشبة مسرح خارجي.
209605542_ca9cc52e7b.jpg,رجل يتسلق الجبل.
2096771662_984441d20d.jpg,صورة لرجلين أحدهما ينظر من منظار والآخر ينظر إلى ناحية أخرى على الشاطئ في غروب الشمس.
2097398349_ff178b3f1b.jpg,رجل يقف في مشهد ثلجي مع جبال في الخلفية.
2097403787_77a154f5b9.jpg,رجل يرتدي ملابس شتوية واقفة على تلة صخرية في مشهد طبيعي جبلي خلف جبل ثلجي.
2097407245_c798e0dcaf.jpg,رجل يقف أمام جبل ثلجي.
2097420505_439f63c863.jpg,رجل يرتدي سترة خضراء وطقية ويحمل كاميرا في يده، جالسًا القرفصاء على الجليد مع عصا تزلج، وراءه كتلة جليدية ضخمة تحت سماء زرقاء صافية.
2097489021_ca1b9f5c3b.jpg,صورة لطفلة ترتدي زيًا لشخصية خيالية في مسرح.
2098174172_e57d86ea03.jpg,رجل يرتدي ملابس مخصصة لرياضة المشي على الجبال، يحمل عصا في كلتا يديه، ويرتدي قبعة، حقيبة ظهر، وينظر إلى شيء ما في الجبل.
2098646162_e3b3bbf14c.jpg,قطة تجلس على اسطوانة غاز بجانب كلبين.
2099323664_bb20457f26.jpg,كلب من فصيلة البيغل يجري في الهواء.
2100046085_69b59b6645.jpg,كلبان أبيضان يرتشفان الماء من بحيرة هادئة.
2100735137_05c6079537.jpg,طفل يلعب لعبة في الخارج.
2100816230_ff866fb352.jpg,رجل يمارس رياضة التزلج على الجليد.
2101128963_fdf8b2a0d7.jpg,لاعب بيسبول يركض على أرض الملعب.
2102315758_a9148a842f.jpg,زوجان وطفلهما يقفون على الشاطئ، حيث يحمل الزوج طفلاً بين ذراعيه بينما تتأمل المرأة منظر البحر.
210126070_0d43b300b9.jpg,شاب يمارس رياضة القفز في الهواء.
2102030040_2e8f4738f7.jpg,رجل يمارس رياضة التزلج على الجليد.
2102581664_5ea50f85c6.jpg,كلب يقفز فوق حاجز في حدث رياضي.
2102724238_3cf921d7bb.jpg,صورة لثلاث سيدات يجلسن في وسيلة مواصلات.
2102732029_9ae520914d.jpg,صورة لطفلتين يركّزان كاميرا تصويرهما على شيء ما.
2103568100_5d018c495b.jpg,كلب أبيض يسبح في بحيرة صغيرة محاطة بالصخور.
2105756457_a100d8434e.jpg,صبي يلعب على بيانو في الطريق.
210625425_fb1ef5d23b.jpg,سيارة جيب عالقة في الوحل.
210686241_b8e069fff3.jpg,طفل يضحك وهو يمر تحت مياه تنهمر عليه.
2107837987_ffecfc367a.jpg,طفل يلقي حجراً في الماء تحت جسر.
2107838729_a527e434bd.jpg,ولد يلقي حجراً في الماء.
210839948_bbd5bfa3b6.jpg,صورة لشاب يتسلق الجبل.
2108799322_e25aa6e185.jpg,كلب يجري في منطقة مفتوحة.
2109370875_05241bdda7.jpg,تصوير فوتوغرافي لامرأة ترتدي قبعة وسترة، تحمل كاميرا وتقوم بالتصوير.
2110692070_8aaaa1ae39.jpg,كلب يجري في ساحة خضراء.
2111360187_d2505437b7.jpg,ثلاثة أطفال يلعبون في رغوة الصابون.
2109479807_eec8d72ca7.jpg,صورة لطفلات أربعة يمتطين دراجة نارية رباعية.
2109911919_af45b93ef3.jpg,صورة لمتسلق جبل وهو يتسلق الجبل في منطقة ثلجية باستخدام زلاجات.
2110898123_07729c1461.jpg,كلب يركض في الحديقة.
2112661738_de71b60b88.jpg,كلب أبيض يمشي في بركة ماء صغيرة على قمة جبل.
211277478_7d43aaee09.jpg,سيارة جيب متوسخة في الطين.
2112921744_92bf706805.jpg,حسناً. هذه صورة غنم في سهل جبلي.
211295363_49010ca38d.jpg,السفينة البيضاء تبحر في مياه هادئة مع أفق المدينة.
2114126343_a0f74ff63b.jpg,صورة لست فتيات يمسكن بحبل في البحر.
2114739371_83aa8bdb0e.jpg,كلب الراعي الألماني يجري في الحديقة.
2115620856_4fa5025ac6.jpg,تصور الصورة طريقًا رئيسيًا في بلدة جبلية، حيث يظهر جبل كبير في الخلفية، ويمتد الطريق مع محلات تجارية على الجانبين، والسماء زرقاء مع سحب بيضاء.
2115849046_2aa9fa8d13.jpg,الكلاب تحب الجري في الحقول الخضراء أمام البحيرة.
2116316160_d5fa7abdc3.jpg,كلب جولدن يركض في الحقول.
2116444946_1f5d1fe5d1.jpg,الفتاة تضحك وتهز شعرها الطويل في مهب الريح.
2119302248_72493d458c.jpg,صورة لفتاة ترتدي زياً قديماً و تحمل كتابا.
2119660490_ce0d4d1f73.jpg,كلب مستلق على ظهره ويرفع أرجله في الهواء، ويبدو أنه يمر وقتًا ممتعًا مع ألعابه.
211981411_e88b8043c2.jpg,سيارة جيب تسير في طريق غير ممهدة.
2120383553_5825333a3f.jpg,صورة لطفلة صغيرة تقوم بالغسيل.
2120411340_104eb610b1.jpg,كلب أبيض يتفاعل مع بقرة بنية في منطقة جبلية.
2121140070_a09644550b.jpg,صورة لعدد من الأولاد يلعبون في ساحة خضراء.
2121357310_f8235311da.jpg,صورة لشابين يلهوان على أرضية بلاستيكية كبيرة في الخارج.
2123932281_1a4fd38455.jpg,طفلة صغيرة تجلس على طاولة وتأكل قطعة كيك.
2124040721_bffc0a091a.jpg,رجل مسن يرتدي قبعة حمراء من الخلف.
2125216241_5b265a2fbc.jpg,السفينة راسية في المرسى.
2125454445_5c5c4bf906.jpg,كلب بوسطن ترير يعض عصا في الخارج.
2125626631_a4b63af97e.jpg,كلب يمسك بقرص طائر في فمه.
2126950128_74a4882658.jpg,امرأة تدخن سجارة أمام حائط.
2127031632_77505e4218.jpg,ولد يركب لوح تزلج على الجليد.
2127209046_94711c747b.jpg,صورة لعدة أشخاص يتسلقون الجبل في منطقة صخرية.
2128119486_4407061c40.jpg,صورة لطفل رضيع يبدو عليه علامات أكل التوت أو الفاكهة ذات اللون الأحمر، حيث تظهر بقايا الطعام على وجهه وملابسه.
2129430111_338a94f8fb.jpg,صورة لرجل يمشي في منطقة جبلية، وهو يرتدي حقيبة ظهر كبيرة، وبدون أن يرفع رأسه.
2130203183_49bae96b96.jpg,كلب جالس على الثلج في فصل الشتاء.
2130851544_d36f4f2ea6.jpg,صبي يمسك قطعة من الجليد في يديه.
2130986011_47cb05c8c9.jpg,طفل يضحك وهو جالس على مزلقة زرقاء في الثلج.
2131762850_5293a288d9.jpg,صورة لطفل يرتدي خوذة و معطف شتوي برتقالي اللون.
213216174_0632af65a2.jpg,ولد يغوص في حمام سباحة.
2135360514_7dcb9ed796.jpg,طفل رضيع يرتدى ملابس عيد الميلاد ويضع على رأسه قبعة بابا نويل.
2135502491_a15c6b5eae.jpg,كلب من فصيلة سانت برنارد يمشي في منطقة مغطاة بالثلج.
2136514643_93d8f75a77.jpg,صورة لفتاتين، إحداهما تتحدث في هاتفها.
2136992638_098d62a3c5.jpg,تعبر الصورة عن كلبين، أحدهما أسود والآخر بني، وهما يتفاعلان مع بعضهما البعض في فناء خارجي. يبدو الكلب البني وهو يلعق أو يقبّل الكلب الأسود، الذي يظهر بمظهر مستمتع أو متفاعل. يمكن رؤية أرضية من البلاط والبعض من العشب في الخلفية. يبدو المشهد كأنه لحظة من اللعب أو التعبير عن الود بين الكلبين.
2137071442_1c9658c81a.jpg,ولد يمسك سيفاً مضيئاً بجانب شجرة عيد الميلاد.
2137789511_69a6c6afa8.jpg,رجل يركب دراجة على الشاطئ.
2140182410_8e2a06fbda.jpg,ولد يلهو في أنبوب مطاطي وسط الثلوج.
2140305708_591d10b54d.jpg,صورة لطفلة على الشاطئ، ترتدي ملابس السباحة.
2140747429_62cfd89ae9.jpg,ولد يلعب بالثلج.
2141065212_463a6997e1.jpg,صورة لرجل مسن يرتدي سترة سوداء عليها العديد من الشعارات.
2141713971_e25eb12712.jpg,صورة لطفلين يلهوان في الثلج بينما يجر أحدهما كلبًا.
2144049642_070cf541b4.jpg,تظهر الصورة فتاة صغيرة تركز على تلوين رسمة في كتاب تلوين، بينما تحمل قلم تلوين أسود في يدها اليمنى.
214501174_6db1f4d69c.jpg,كلب يقفز في الهواء.
2144846312_d4c738dc6c.jpg,رضيع يأكل طعامًا عليه صلصة طماطم، وملطخٌ بآثار هذا الطعام.
214543992_ce6c0d9f9b.jpg,كلب أسود وأبيض يقفز بفارغ الصبر ليلتقط الكرة.
2147199188_d2d70b88ec.jpg,رجل يحمل طفلاً بين ذراعيه في الخارج.
2148013097_6a4f495bc5.jpg,ثلاثة أطفال يقفون خلف نافذة، ويبدو أنهم سعداء وممتعون بأنفسهم.
2148695079_9ae6a9b1c7.jpg,كلبان يلعبان في منطقة جبلية مغطاة بالثلج.
2148916767_644ea6a7fa.jpg,كلب يركض في طريق به ثلوج.
2148991939_3b9fd6c439.jpg,كلب أسود يقفز في الماء من على رصيف خشبي.
2149968397_a7411729d1.jpg,صورة لطفل يركض في البحر.
2150564996_d173a506d7.jpg,صبي يجري في حقل.
2151056407_c9c09b0a02.jpg,كلب بجواره خروف.
2151300603_248a9fe715.jpg,الصورة تظهر رسماً بيانياً لخطوط اليد مع كتابة باللغة الصينية، وفي الخلفية شخص جالس على طاولة يبدو أنه ينتظر قراءة الكف.
215214751_e913b6ff09.jpg,السفن في بحر يتصاعد منه ضباب.
2156131463_5b53636cf0.jpg,صورة لشاطئ في دولة ما، فيه أشخاص يمارسون السباحة وآخرون يتجمعون.
2156726763_034ecd2e39.jpg,صورة لطفلة صغيرة ترتدي ملابس الشتاء وتمشي على طريق غير معبد.
2157003092_eaeb977789.jpg,كلب كبير أسود يمر من خلال الثلج.
